"RecNo","ExtractedBy","Author","Year","FocalSpC","FocalSpL","MultiplePred","PredSpC","PredSpL","PredGuild","PredTo","Setting","Treatment","Season","Design","TreatmentDuration","duration_days","ResponsePeriod","ControlType","Sex","Age","N","Nobs","NTreat","Ncontrol","SubjectID","ResponseID","Type","Category","SubCategory","ResponseDetails","PredictedDirection","Direction","d","l_95","u_95","v","Calculation","Control_mean","Control_se","Control_sd","Treatment_mean","Treatment_se","Treatment_sd","control_median","control_lowerquartile","control_upperquartile","treament_median","treament_lowerquartile","treatment_upperquartile","Beta_estimate","Beta_se","Beta_sd","l95CI","U95CI","SE","t","T","Z","F","Wald","X2","H","U","p","Details","FocalSpL_corrected"
"325","JDAT","Eggers",2006,"Siberian jay","Perisoreus infaustus","Y","","","Bird","N","Field","A","breeding","among","weeks before nest builting",14,"after","Blank","F","A",49,98,24,25,"87","167","Behaviour","AntiPredator","Avoidance","ProtectiveNestCover",1,1,0.4016,-0.1641,0.9674,0.083313,"Table3",0.4,1.204159458,NA,2.5,0.921954446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Perisoreus_infaustus"
"325","JDAT","Eggers",2006,"Siberian jay","Perisoreus infaustus","Y","","","Bird","N","Field","A","breeding","among","following year",14,"after","NonPred","F","A",34,68,24,10,"87","168","LifeHistory","reproduction","ClutchSize","ClutchSizeChangeAcross Years",-1,1,-1.2727,-2.07,-0.4754,0.165486,"Result section",-0.1,0.3,NA,-1.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Perisoreus_infaustus"
"325","JDAT","Eggers",2006,"Siberian jay","Perisoreus infaustus","Y","","","Bird","N","Field","A","breeding","among","following year",14,"after","Blank","F","A",49,98,24,25,"87","168","LifeHistory","reproduction","ClutchSize","ClutchSizeChangeAcross Years",-1,1,-1.7045,-2.3584,-1.0506,0.111313,"Result section",-0.1,0.1,NA,-1.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Perisoreus_infaustus"
"339","JDAT","Monkkonen",2009,"Pied flycatcher","Ficedula hypoleuca","N","Least Weasel","Mustela nivalis","Mammal","N","Field","OV","breeding","within","24 days",24,"after","Blank","F","A",50,50,50,50,"47","131","Behaviour","AntiPredator","Avoidance","Preference for risky nestbox",1,-1,-1.1426,-1.7036,-0.5816,0.081925,"Fig1",0.52,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Ficedula_hypoleuca"
"339","JDAT","Monkkonen",2009,"Pied flycatcher","Ficedula hypoleuca","N","Least Weasel","Mustela nivalis","Mammal","N","Field","OV","breeding","within","24 days",24,"after","disturbance","F","A",50,50,50,50,"47","131","Behaviour","AntiPredator","Avoidance","Preference for risky nestbox",1,-1,-0.7813,-1.3492,-0.2134,0.083955,"Fig1",0.36,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Ficedula_hypoleuca"
"339","JDAT","Monkkonen",2009,"Pied flycatcher","Ficedula hypoleuca","N","Least Weasel","Mustela nivalis","Mammal","N","Field","OV","breeding","within","24 days",24,"after","Blank","both","E",46,48,24,24,"47","132","LifeHistory","Phenology","DevelopmentalTime","Duration of Nestling phase",1,1,0.4757,-0.1104,1.0617,0.0894,"Results Section, means and s.d.",15.5,NA,1.1,16,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"0.33","","Ficedula_hypoleuca"
"339","JDAT","Monkkonen",2009,"Pied flycatcher","Ficedula hypoleuca","N","Least Weasel","Mustela nivalis","Mammal","N","Field","OV","breeding","within","24 days",24,"after","Blank","F","A",46,46,23,23,"47","133","LifeHistory","reproduction","Nestlings","NNestlings",-1,1,0.2531,-0.3272,0.8334,0.0877,"Results Section, means and s.d.",5.91,NA,1.16,6.19,NA,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"0.822","","Ficedula_hypoleuca"
"339","JDAT","Monkkonen",2009,"Pied flycatcher","Ficedula hypoleuca","N","Least Weasel","Mustela nivalis","Mammal","N","Field","OV","breeding","within","24 days",24,"after","Blank","both","N",46,46,23,23,"47","133","LifeHistory","reproduction","Nestlings","NestlingBodyMass",-1,1,0.4889,-0.0976,1.0754,0.0896,"Results Section, means and s.d.",13.1,NA,1.1,13.8,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"0.122","","Ficedula_hypoleuca"
"339","JDAT","Monkkonen",2009,"Pied flycatcher","Ficedula hypoleuca","N","Least Weasel","Mustela nivalis","Mammal","N","Field","OV","breeding","within","24 days",24,"after","Blank","F","A",46,46,23,23,"47","133","LifeHistory","Phenology","DevelopmentalTime","DurationOfLaying+Incubation",1,1,0.7362,0.139,1.3334,0.0928,"Results Section, means and s.d.",20,NA,1.2,21,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"0.032","","Ficedula_hypoleuca"
"339","JDAT","Monkkonen",2009,"Pied flycatcher","Ficedula hypoleuca","N","Least Weasel","Mustela nivalis","Mammal","N","Field","OV","breeding","within","24 days",24,"after","Blank","F","A",46,46,23,23,"47","133","LifeHistory","reproduction","EggSize","Mean Egg mass",-1,1,0.1589,-0.42,0.7377,0.0872,"Results Section, means and s.d.",1.63,NA,0.14,1.65,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"0.51","","Ficedula_hypoleuca"
"339","JDAT","Monkkonen",2009,"Pied flycatcher","Ficedula hypoleuca","N","Least Weasel","Mustela nivalis","Mammal","N","Field","OV","breeding","within","24 days",24,"after","Blank","F","A",46,46,23,23,"47","133","LifeHistory","reproduction","ClutchSize","ClutchSize",-1,1,0.8076,0.2066,1.4087,0.094,"Results Section, means and s.d.",6.4,NA,0.81,7.1,NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"0.1","","Ficedula_hypoleuca"
"339","JDAT","Monkkonen",2009,"Pied flycatcher","Ficedula hypoleuca","N","Least Weasel","Mustela nivalis","Mammal","N","Field","OV","breeding","within","24 days",24,"after","Blank","M","A",48,48,24,24,"47","134","LifeHistory","Phenology","LayDate","nest initiation date",1,1,-0.9873,-1.5865,-0.388,0.0935,"caption for Figure 2, means and s.d.",23.1,NA,4,19.2,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"0.001","","Ficedula_hypoleuca"
"339","JDAT","Monkkonen",2009,"Pied flycatcher","Ficedula hypoleuca","N","Least Weasel","Mustela nivalis","Mammal","N","Field","OV","breeding","within","24 days",24,"after","Blank","F","A",46,46,23,23,"47","134","LifeHistory","Phenology","LayDate","clutch iinitiation date",1,1,-0.9987,-1.6116,-0.3858,0.0978,"caption for Figure 2, means and s.d.",30.7,NA,4.7,26.8,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"0.001","","Ficedula_hypoleuca"
"368","KJM","Roth",2008,"House finch","Haemorhous mexicanus","N","domestic cat","Felus catus","Mammal","A","Lab","O","non-breeding","among","30 minutes",0.041666667,"during","NonPred","both","A",34,34,17,17,"133","285","Behaviour","Intake","Foraging","latency to feed",-1,-1,-0.2463,-0.9211,0.4286,0.118539,"exact p-value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"0.478","","Carpodacus_mexicanus"
"368","KJM","Roth",2008,"House finch","Haemorhous mexicanus","N","domestic cat","Felus catus","Mammal","A","Lab","O","non-breeding","among","30 minutes",0.041666667,"during","NonPred","both","A",34,34,17,17,"133","285","Behaviour","Intake","Foraging","foraging: time at feeder",-1,1,0.2989,-0.3771,0.9749,0.118961,"exact p-value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"0.39","","Carpodacus_mexicanus"
"368","KJM","Roth",2008,"House finch","Haemorhous mexicanus","N","domestic cat","Felus catus","Mammal","A","Lab","O","non-breeding","among","30 minutes",0.041666667,"during","NonPred","both","A",34,34,17,17,"133","286","Behaviour","AntiPredator","Vigilance","inspection: time on  cup holding scent",1,1,-0.2318,-0.9063,0.4427,0.118437,"exact p-value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"0.504","","Carpodacus_mexicanus"
"368","KJM","Roth",2008,"House finch","Haemorhous mexicanus","N","domestic cat","Felus catus","Mammal","A","Lab","O","non-breeding","among","30 minutes",0.041666667,"during","NonPred","both","A",34,34,17,17,"133","286","Behaviour","AntiPredator","Vigilance","vigilance rate",1,1,0.302,-0.3741,0.9781,0.118988,"means and se from Fig 4 (6-25 minutes)",0.132379,0.964222,NA,1.046512,0.963526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Carpodacus_mexicanus"
"368","KJM","Roth",2008,"House finch","Haemorhous mexicanus","N","domestic cat","Felus catus","Mammal","A","Lab","O","non-breeding","among","30 minutes",0.041666667,"during","NonPred","both","A",34,34,17,17,"133","286","Behaviour","AntiPredator","Vigilance","vigilance rate",1,1,0.2105,-0.4636,0.8847,0.118299,"means and se from Fig 4 (1-5 minutes)",-0.45617,0.292188,NA,-0.28086,0.036027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Carpodacus_mexicanus"
"377","KJM","Saavedra",2019,"Blue tit","Cyanistes caeruleus","N","Ferret","Mustela furo","Mammal","N","Field","O","breeding","among","entire laying period",14,"during","disturbance","F","A",28,28,14,14,"134","287","Behaviour","AntiPredator","Avoidance","egg covering, control = water",1,1,0.5903,-0.1665,1.347,0.149079,"",44.33,6.13,NA,57.27,6.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Parus_caeruleus"
"377","KJM","Saavedra",2019,"Blue tit","Cyanistes caeruleus","N","Ferret","Mustela furo","Mammal","N","Field","O","breeding","among","entire laying period",14,"during","disturbance","F","A",28,28,14,14,"134","287","Behaviour","AntiPredator","Avoidance","egg covering, control = lemon scent",1,1,0.6436,-0.1162,1.4033,0.150254,"mean and se from text",41.39,7.57,NA,57.27,6.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Parus_caeruleus"
"383","JDAT","Eggers",2008,"Siberian jay","Perisoreus infaustus","N","Eurasian jay","Garrulus glandarius","Bird","N","Field","VM","breeding","within","60 min",0.083333333,"during","disturbance","both","A",13,26,13,13,"88a","169","Behaviour","ParentalCare","Provisioning","NestVisitationRate (open forest)",-1,1,-5.6073,-7.3143,-3.9003,0.758498,"Figure 2, means and se",1.1249,0.0819,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Perisoreus_infaustus"
"383","JDAT","Eggers",2008,"Siberian jay","Perisoreus infaustus","N","Eurasian jay","Garrulus glandarius","Bird","N","Field","VM","breeding","within","60 min",0.083333333,"during","disturbance","both","A",15,30,15,15,"88b","169","Behaviour","ParentalCare","Provisioning","NestVisitationRate (dense forest)",-1,1,-0.8785,-1.6279,-0.1291,0.146195,"Figure 2, means and se",1.1876,0.0972,NA,0.7499,0.1613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Perisoreus_infaustus"
"395","KJM","Eggers",2005,"Siberian jay","Perisoreus infaustus","Y","","","Bird","N","Field","A","breeding","within","3 days",3,"during","Blank","both","A",7,14,7,7,"114","218","Behaviour","ParentalCare","Provisioning","provisioning rate (provisioning events per hour)",-1,1,0.7976,-0.2909,1.8861,0.308433,"Fig4, day3-6",0.901421801,0.147867299,NA,1.279620853,0.184834123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Perisoreus_infaustus"
"395","KJM","Eggers",2005,"Siberian jay","Perisoreus infaustus","Y","","","Bird","N","Field","A","breeding","within","3 days",3,"during","Blank","both","A",7,14,7,7,"114","218","Behaviour","ParentalCare","Provisioning","provisioning rate (provisioning events per hour)",-1,1,0.755,-0.3293,1.8393,0.306071,"Fig4,Day6-9",0.898578199,0.204739336,NA,1.208530806,0.11943128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Perisoreus_infaustus"
"395","KJM","Eggers",2005,"Siberian jay","Perisoreus infaustus","Y","","","Bird","N","Field","A","breeding","within","3 days",3,"during","Blank","both","A",7,14,7,7,"114","218","Behaviour","ParentalCare","Provisioning","provisioning rate (provisioning events per hour)",-1,1,0.2011,-0.8491,1.2514,0.287159,"Fig4,Day9-12",0.853080569,0.193364929,NA,1.180094787,0.096682464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Perisoreus_infaustus"
"395","KJM","Eggers",2005,"Siberian jay","Perisoreus infaustus","Y","","","Bird","N","Field","A","breeding","within","3 days",3,"during","Blank","both","A",7,14,7,7,"114","218","Behaviour","ParentalCare","Provisioning","provisioning rate (provisioning events per hour)",-1,1,-1.252,-0.23977,-0.1063,0.341696,"Fig4,Day12-15",0.995260664,0.201895735,NA,0.517535545,0.088151659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Perisoreus_infaustus"
"395","KJM","Eggers",2005,"Siberian jay","Perisoreus infaustus","Y","","","Bird","N","Field","A","breeding","within","3 days",3,"during","Blank","both","A",7,14,7,7,"114","218","Behaviour","ParentalCare","Provisioning","provisioning rate (provisioning events per hour)",-1,1,-1.0395,-2.1557,0.0766,0.324307,"Fig4,Day15-18",0.901421801,0.147867299,NA,0.591469194,0.088151659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Perisoreus_infaustus"
"396","JDAT/KJM","Kullberg",2002,"Great tit","Parus major","N","Eurasian Sparrowhawk","Accipiter nisus","Bird","A","Lab","V","non-breeding","within","5 min",0.006944444,"during","NonPred","both","A",30,60,30,30,"57","149","Behaviour","CostlyBehaviours","Activity","number of movements",-1,1,-1.0602,NA,NA,NA,"figure3d, has median and quartile",16.3662,NA,7.005782,9.661972,NA,5.558578,16.01408451,12.04225352,21.04225352,10.01408451,5.915492958,13.05633803,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,54.5,"0.01","treatment<control","Parus_major"
"396","JDAT/KJM","Kullberg",2002,"Great tit","Parus major","N","Eurasian Sparrowhawk","Accipiter nisus","Bird","A","Lab","V","non-breeding","within","5 min",0.006944444,"during","NonPred","both","A",30,60,30,30,"57","150","Behaviour","AntiPredator","Mobbing","number of warning calls",1,1,1.452,NA,NA,NA,"figure3e, has median and quartile",0.3574144,NA,0.7281041,6.022814,NA,5.46966,0.045627376,0.045627376,0.980988593,5.064638783,2.988593156,10.01520913,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,27.5,"<0.001","treatment>control","Parus_major"
"396","JDAT/KJM","Kullberg",2002,"Great tit","Parus major","N","Eurasian Sparrowhawk","Accipiter nisus","Bird","A","Lab","V","non-breeding","within","5 min",0.006944444,"during","NonPred","both","A",30,60,30,30,"57","151","Behaviour","Intake","Foraging","latency to feed",-1,-1,10.4254,NA,NA,NA,"figure3f, has median and quartile",100.52539,NA,67.75391,600,NA,200,79.68476357,67.42556918,154.4658494,600,600,600,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,19,"<0.001","treatment>control","Parus_major"
"396","JDAT/KJM","Kullberg",2002,"Great tit","Parus major","N","Eurasian Sparrowhawk","Accipiter nisus","Bird","A","Lab","V","non-breeding","within","5 min",0.006944444,"during","NonPred","both","A",30,60,30,30,"57","151b","Behaviour","AntiPredator","Avoidance","proportion of birds freezing",1,1,2.487,1.0996,3.8743,0.501038,"figure 5, extract proportions",0.066666667,NA,NA,0.866666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"<0.001","Condition: Wild birds - raised in the wild. Note- figure two is count of bird data. Use Figure 5 as it gives individual level data.","Parus_major"
"408","JDAT/KJM","Van Den Hout",2006,"Ruddy turnstone","Arenaria interpres","N","Peregrine Falcon","Falco peregrinus","Bird","A","Lab","VG","non-breeding","within","7 days",7,"after","NonPred","both","A",3,6,3,3,"34a","109","Behaviour","AntiPredator","Avoidance","Latency to resume activity",1,1,-0.3088,-1.9186,1.301,0.674614,"Fig1, means and s.e.",0.611439141,0.34013303,NA,0.47396315,0.287223447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","N= 5 per trial except first trial N=3. Total 6 trials of 5 birds","Arenaria_interpres"
"408","JDAT/KJM","Van Den Hout",2006,"Ruddy turnstone","Arenaria interpres","N","Peregrine Falcon","Falco peregrinus","Bird","A","Lab","VG","non-breeding","within","7 days",7,"after","NonPred","both","A",5,10,5,5,"34b","109","Behaviour","AntiPredator","Avoidance","Latency to resume activity",1,1,0.5563,-0.707,1.8197,0.415474,"Fig1, means and s.e.",1.355908088,1.020354628,NA,2.726221811,1.411574305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","N= 5 per trial except first trial N=3. Total 6 trials of 5 birds","Arenaria_interpres"
"408","JDAT/KJM","Van Den Hout",2006,"Ruddy turnstone","Arenaria interpres","N","Peregrine Falcon","Falco peregrinus","Bird","A","Lab","AVG","non-breeding","within","7 days",7,"after","NonPred","both","A",5,10,5,5,"34c","109","Behaviour","AntiPredator","Avoidance","Latency to resume activity",1,1,1.2347,-0.1178,2.5873,0.476229,"Fig1, means and s.e.",3.351132888,1.87064274,NA,9.53403998,3.006331365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","N= 5 per trial except first trial N=3. Total 6 trials of 5 birds","Arenaria_interpres"
"408","JDAT/KJM","Van Den Hout",2006,"Ruddy turnstone","Arenaria interpres","N","sparrowhawk","Accipiter nisus","Bird","A","Lab","AVG","non-breeding","within","3.5 days",3.5,"after","NonPred","both","",5,10,5,5,"34d","109","Behaviour","AntiPredator","Avoidance","Latency to resume activity",1,1,0.6476,-0.6241,1.9193,0.42097,"Fig1, means and s.e.",6.94894003,1.836807285,NA,14.02344028,7.502845557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Arenaria_interpres"
"408","JDAT/KJM","Van Den Hout",2006,"Ruddy turnstone","Arenaria interpres","N","sparrowhawk","Accipiter nisus","Bird","A","Lab","AVG","non-breeding","within","3.5 days",3.5,"after","NonPred","both","",5,10,5,5,"34e","109","Behaviour","AntiPredator","Avoidance","Latency to resume activity",1,1,1.9343,0.4326,3.4361,0.587084,"Fig1, means and s.e.",0.860025254,0,NA,14.30532831,4.914988973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Arenaria_interpres"
"408","JDAT/KJM","Van Den Hout",2006,"Ruddy turnstone","Arenaria interpres","N","sparrowhawk","Accipiter nisus","Bird","A","Lab","AVG","non-breeding","within","3.5 days",3.5,"after","NonPred","both","A",5,10,5,5,"34f","109","Behaviour","AntiPredator","Avoidance","Latency to resume activity",1,1,0.8611,-0.4317,2.1568,0.437072,"Fig1, means and s.e.",1.28854841,0.408248559,NA,2.333712741,0.758163193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","N= 5 per trial except first trial N=3. Total 6 trials of 5 birds","Arenaria_interpres"
"439","KJM","Swift",2015,"American crow","Corvus brachyrhynchos","N","red-tailed hawk","Buteo jamaicensis","Bird","A","Field","V","non-breeding","among","30 minutes",0.041666667,"during","disturbance","both","A",46,46,34,12,"126","288","Behaviour","AntiPredator","Mobbing","probability of mobbing behaviour",1,1,1.8469,0.7202,2.9736,0.330461,"calculated from raw data (provided in text)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Corvus_brachyrhynchos"
"439","KJM","Swift",2015,"American crow","Corvus brachyrhynchos","N","red-tailed hawk","Buteo jamaicensis","Bird","A","Field","V","non-breeding","among","30 minutes",0.041666667,"during","disturbance","both","A",46,46,34,12,"126","289","Behaviour","Intake","Foraging","probability of returning to feed",-1,1,-0.4179,-0.779,0.0568,0.0339,"calculated exact p-value from raw data (provided in text): 29 out of 29 control resumed feeding, 94 out of 101 treatment resumed feeding.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,5.055,NA,NA,"0.0246","","Corvus_brachyrhynchos"
"457","KJM","Magrath",2012,"Superb fairy-wren","Malurus cyaneus","N","","","NS","","Field","A","breeding","among","10 minutes",0.013888889,"during","NonPred","both","A",60,60,30,30,"131","290","Behaviour","AntiPredator","Avoidance","probability of fleeing",1,1,4.0397,2.2776,5.3033,0.415677,"raw data is 60/60 fled with conspecific alarms, 0/60 fled with heterospecific contact calls",0.025,NA,NA,0.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Malurus_cyaneus"
"482","JDAT","Eichholz",2012,"Blue-winged teal","Anas discors","N","Red Fox","Vulpes vulpes","Mammal","N","Field","O","breeding","among","~2weeks before nestbuilding",14,"during","disturbance","both","A",10,10,5,5,"81","165","Behaviour","AntiPredator","Avoidance","NestBuilding",1,-1,-0.9938,-2.3077,0.3201,0.4494,"means and sd calculated from Table 1, plot without predator removals",5.4,NA,2.408318916,3.4,NA,1.516575089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Anas_discors"
"482","JDAT","Eichholz",2012,"Mallard","Anas platyrhynchos","N","Red Fox","Vulpes vulpes","Mammal","N","Field","O","breeding","among","~2weeks before nestbuilding",14,"during","disturbance","both","A",10,10,5,5,"82","165","Behaviour","AntiPredator","Avoidance","NestBuilding",1,-1,-0.5367,-1.7984,0.725,0.4144,"means and sd calculated from Table 1, plot without predator removals",1.2,NA,1.303840481,0.6,NA,0.894427191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Anas_platyrhynchos"
"482","JDAT","Eichholz",2012,"Northern shoveler","Anas clypeata","N","Red Fox","Vulpes vulpes","Mammal","N","Field","O","breeding","among","~2weeks before nestbuilding",14,"during","disturbance","both","A",10,10,5,5,"83","165","Behaviour","AntiPredator","Avoidance","NestBuilding",1,-1,-0.513,-1.7728,0.7468,0.4132,"means and sd calculated from Table 1, plot without predator removals",3.4,NA,2.073644135,2.4,NA,1.816590212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Anas_clypeata"
"482","JDAT","Eichholz",2012,"Gadwall","Anas strepera","N","Red Fox","Vulpes vulpes","Mammal","N","Field","O","breeding","among","~2weeks before nestbuilding",14,"during","disturbance","both","A",10,10,5,5,"84","165","Behaviour","AntiPredator","Avoidance","NestBuilding",1,-1,-0.373,-1.6233,0.8773,0.407,"means and sd calculated from Table 1, plot without predator removals",1,NA,1.224744871,0.6,NA,0.894427191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Anas_strepera"
"482","JDAT","Eichholz",2012,"Northern pintail","Anas acuta","N","Red Fox","Vulpes vulpes","Mammal","N","Field","O","breeding","among","~2weeks before nestbuilding",14,"during","disturbance","both","A",10,10,5,5,"85","165","Behaviour","AntiPredator","Avoidance","NestBuilding",1,-1,-0.2828,-1.5296,0.9629,0.404,"means and sd calculated from Table 1, plot without predator removals",0.4,NA,0.894427191,0.2,NA,0.447213595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Anas_acuta"
"482","JDAT","Eichholz",2012,"Green-winged teal","Anas crecca","N","Red Fox","Vulpes vulpes","Mammal","N","Field","O","breeding","among","~2weeks before nestbuilding",14,"during","disturbance","both","A",10,10,5,5,"86","165","Behaviour","AntiPredator","Avoidance","NestBuilding",1,-1,-0.6325,-1.9027,0.6377,0.42,"means and sd calculated from Table 1, plot without predator removals",0.2,NA,0.447213595,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Anas_crecca"
