RecNo,ExtractedBy,Author,Year,FocalSpC,FocalSpL,MultiplePred,PredSpC,PredSpL,PredGuild,Setting,Treatment,Season,Design,TreatmentDuration,ResponsePeriod,ControlType,Sex,Age,N,Nobs,NTreat,Ncontrol,SubjectID,ResponseID,Type,Category,SubCategory,ResponseDetails,Direction,d,l_95,u_95,v,Calculation,Beta (estimate),l95CI,U95CI,SE,t,T,Z,F,X2,H,U,p,Details
901,JDAT,Fernández,2013,Southern house wren,Troglodytes aedon musculus,N,Great Horned Owl,Bubo virginianus,Bird,Field,V,breeding,among,30 min,during,NonPred,both,A,47,47,34,13,78,163,Behaviour,ParentalCare,Provisioning,latency to resume provisioning,-1,1.1959,0.5125,1.8792,0.121549,Results section,,,,,,,,,,,,,
121,JDAT,Emmering,2011,Veery ,Catharus fuscescens,N,Eastern Chipmunk,Tamias striatus,Mammal,Field,A,breeding,among,6 weeks,after,blank,both,A,70,70,27,43,80,164,Behaviour,AntiPredator,Avoidance,NestBuildingDistanceFrom playback,1,0.3675,-0.1176,0.8526,0.061258,Fig1 and result section,,,,,,,,,,,,,
121,JDAT,Emmering,2011,Ovenbird,Seiurus aurocapilla,N,Eastern Chipmunk,Tamias striatus,Mammal,Field,A,breeding,among,6 weeks,after,blank,both,A,32,32,15,17,79,164,Behaviour,AntiPredator,Avoidance,NestBuildingDistanceFrom playback,1,0.936,0.2048,1.6672,0.139178,Fig1 and result section,,,,,,,,,,,,,
482,JDAT,Eichholz,2012,Blue-winged teal,Anas discors,N,Red Fox,Vulpes vulpes,Mammal,Field,O,breeding,among,months,during,disturbance,both,A,32,32,16,16,81,165,Behaviour,AntiPredator,Avoidance,NestBuilding,-1,-0.4415,-1.1429,0.2598,0.128,Table1,,,,,,,,,,,,,
482,JDAT,Eichholz,2012,Mallard,Anas platyrhynchos,N,Red Fox,Vulpes vulpes,Mammal,Field,O,breeding,among,months,during,disturbance,both,A,32,32,16,16,82,165,Behaviour,AntiPredator,Avoidance,NestBuilding,-1,-0.1901,-0.8846,0.5044,0.1256,Table1,,,,,,,,,,,,,
482,JDAT,Eichholz,2012,Northern shoveler,Anas clypeata,N,Red Fox,Vulpes vulpes,Mammal,Field,O,breeding,among,months,during,disturbance,both,A,32,32,16,16,83,165,Behaviour,AntiPredator,Avoidance,NestBuilding,-1,-0.5684,-1.2752,0.1384,0.13,Table1,,,,,,,,,,,,,
482,JDAT,Eichholz,2012,Gadwall,Anas strepera,N,Red Fox,Vulpes vulpes,Mammal,Field,O,breeding,among,months,during,disturbance,both,A,32,32,16,16,84,165,Behaviour,AntiPredator,Avoidance,NestBuilding,-1,-0.456,-1.1579,0.2459,0.1282,Table1,,,,,,,,,,,,,
482,JDAT,Eichholz,2012,Northern pintail,Anas acuta,N,Red Fox,Vulpes vulpes,Mammal,Field,O,breeding,among,months,during,disturbance,both,A,32,32,16,16,85,165,Behaviour,AntiPredator,Avoidance,NestBuilding,-1,0.1725,-0.5217,0.8668,0.1255,Table1,,,,,,,,,,,,,
482,JDAT,Eichholz,2012,Green-winged teal,Anas crecca,N,Red Fox,Vulpes vulpes,Mammal,Field,O,breeding,among,months,during,disturbance,both,A,32,32,16,16,86,165,Behaviour,AntiPredator,Avoidance,NestBuilding,-1,-0.5175,-1.222,0.1869,0.1292,Table1,,,,,,,,,,,,,
325,JDAT,Eggers,2006,Siberian jay,Perisoreus infaustus,Y,,,Bird,Field,A,breeding,among,weeks,after,NonPred,F,A,34,68,24,10,87,166,LifeHistory,reproduction,ClutchSize,ClutchSize,1,-0.7424,-1.5009,0.0161,0.149772,Result section,,,,,,,,,,,,,
325,JDAT,Eggers,2006,Siberian jay,Perisoreus infaustus,Y,,,Bird,Field,A,breeding,among,weeks,after,blank,F,A,49,98,24,25,87,166,LifeHistory,reproduction,ClutchSize,ClutchSize,1,-0.9281,-1.5175,-0.3386,0.090456,Result section,,,,,,,,,,,,,
325,JDAT,Eggers,2006,Siberian jay,Perisoreus infaustus,Y,,,Bird,Field,A,breeding,among,weeks,after,NonPred,F,A,34,68,24,10,87,167,Behaviour,AntiPredator,Avoidance,NestBuildingDistanceFrom playback,-1,0.3436,-0.3986,1.0858,0.143402,Table2,,,,,,,,,,,,,
325,JDAT,Eggers,2006,Siberian jay,Perisoreus infaustus,Y,,,Bird,Field,A,breeding,among,weeks,after,blank,F,A,49,98,24,25,87,167,Behaviour,AntiPredator,Avoidance,NestBuildingDistanceFrom playback,-1,0.4454,-0.1216,1.0124,0.083691,Table2,,,,,,,,,,,,,
325,JDAT,Eggers,2006,Siberian jay,Perisoreus infaustus,Y,,,Bird,Field,A,breeding,among,weeks,after,NonPred,F,A,34,68,24,10,87,167,Behaviour,AntiPredator,Avoidance,ProtectiveNestCover,1,0.6396,-0.1136,1.3928,0.147683,Table3,,,,,,,,,,,,,
325,JDAT,Eggers,2006,Siberian jay,Perisoreus infaustus,Y,,,Bird,Field,A,breeding,among,weeks,after,blank,F,A,49,98,24,25,87,167,Behaviour,AntiPredator,Avoidance,ProtectiveNestCover,1,0.4016,-0.1641,0.9674,0.083313,Table3,,,,,,,,,,,,,
325,JDAT,Eggers,2006,Siberian jay,Perisoreus infaustus,Y,,,Bird,Field,A,breeding,among,following year,after,NonPred,F,A,34,68,24,10,87,168,LifeHistory,reproduction,ClutchSize,ClutchSizeChangeAcross Years,1,-1.2727,-2.07,-0.4754,0.165486,Result section,,,,,,,,,,,,,
325,JDAT,Eggers,2006,Siberian jay,Perisoreus infaustus,Y,,,Bird,Field,A,breeding,among,following year,after,blank,F,A,49,98,24,25,87,168,LifeHistory,reproduction,ClutchSize,ClutchSizeChangeAcross Years,1,-1.7045,-2.3584,-1.0506,0.111313,Result section,,,,,,,,,,,,,
383,JDAT,Eggers,2008,Siberian jay,Perisoreus infaustus,N,Eurasian jay,Garrulus glandarius,Bird,Field,VM,breeding,within,60 min,during,disturbance,both,A,32,64,32,32,88,169,Behaviour,ParentalCare,Provisioning,NestVisitationRate,1,-0.8649,-1.4895,-0.2404,0.1015,Fig2,,,,,,,,,,,,,
311,JDAT,Doligez,2003,Pied flycatcher,Ficedula hypoleuca,Y,,,mixed,Field,V,breeding,among,3 min,after,blank,both,A,817,1634,208,609,89,170,LifeHistory,reproduction,ClutchSize,ClutchSizeChange,1,-0.1202,-0.2777,0.0373,0.006459,Fig1 (Combine After-Before),,,,,,,,,,,,,N sample assuming the lower number of individuals from before and after
311,JDAT,Doligez,2003,Pied flycatcher,Ficedula hypoleuca,Y,,,mixed,Field,V,breeding,among,3 min,after,blank,both,A,297,594,99,198,89,170,LifeHistory,reproduction,ClutchSize,ClutchSizeResident,1,-0.381,-0.6242,-0.1378,0.015396,Fig3,,,,,,,,,,,,,
311,JDAT,Doligez,2003,Pied flycatcher,Ficedula hypoleuca,Y,,,mixed,Field,V,breeding,among,3 min,after,blank,both,A,364,728,109,255,89,170,LifeHistory,reproduction,ClutchSize,ClutchSizeImmigrant,1,-0.0083,-0.2326,0.216,0.013096,Fig3,,,,,,,,,,,,,
311,JDAT,Doligez,2003,Pied flycatcher,Ficedula hypoleuca,Y,,,mixed,Field,V,breeding,among,3 min,after,blank,both,A,60,120,38,22,89,171,Behaviour,AntiPredator,Avoidance,ImmigrantProportion(settlement),1,0.7603,0.2179,1.3027,0.076587,Fig2 (Combine After-Before),,,,,,,,,,,,,N sample assuming the lower number of individuals from before and after
673,JDAT,Dessborn,2012,Mallard,Anas platyrhynchos,N,Carrion Crow,Corvus corone cornix,Bird,Lab,A,non-breeding,within,30 sec,after,NonPred,both,J,38,140,19,19,90,171,Behaviour,AntiPredator,Vigilance,VigilanceProp,1,1.5774,0.9185,2.2364,0.113,Table 2,,,,,,,,,,,,,Combination of the controls for ES
673,JDAT,Dessborn,2012,Mallard,Anas platyrhynchos,N,Common Gull,Larus canus,Bird,Lab,A,non-breeding,within,30 sec,after,NonPred,both,J,38,140,19,19,90,171,Behaviour,AntiPredator,Vigilance,VigilanceProp,1,0.5686,-0.021,1.1581,0.0905,Table 2,,,,,,,,,,,,,Combination of the controls for ES
673,JDAT,Dessborn,2012,Mallard,Anas platyrhynchos,N,Herring Gull,Larus argentatus,Bird,Lab,A,non-breeding,within,30 sec,after,NonPred,both,J,38,140,19,19,90,171,Behaviour,AntiPredator,Vigilance,VigilanceProp,1,0.7926,0.1928,1.3924,0.0937,Table 2,,,,,,,,,,,,,Combination of the controls for ES
673,JDAT,Dessborn,2012,Mallard,Anas platyrhynchos,N,Northern Pike,Esox lucius,Fish,Lab,OV,non-breeding,within,20 min,after,blank,both,J,80,160,80,80,90,172,Behaviour,AntiPredator,Avoidance,Proximity,-1,0.173,-0.1375,0.4835,0.025094,Result section 3.2,,,,,,,,,,,,,
673,JDAT,Dessborn,2012,Mallard,Anas platyrhynchos,N,Northern Pike,Esox lucius,Fish,Lab,OV,non-breeding,within,21 min,after,Blank,both,J,80,160,80,80,90,172,Behaviour,AntiPredator,Avoidance,Change in area use,1,-0.0139,-0.3426,0.3148,0.028126,Result section 3.2,,,,,,,,,,,,,
673,JDAT,Dessborn,2012,Mallard,Anas platyrhynchos,N,American Mink,Neovison vison,Mammal,Lab,L,non-breeding,within,22 min,after,Blank,both,J,64,160,64,64,90,172,Behaviour,AntiPredator,Avoidance,Change in area use,1,-0.3571,-0.7064,-0.0079,0.031748,Result section 3.2,,,,,,,,,,,,,
673,JDAT,Dessborn,2012,Mallard,Anas platyrhynchos,N,American Mink,Neovison vison,Mammal,Lab,L,non-breeding,within,23 min,after,Blank,both,J,64,160,64,64,90,172,Behaviour,AntiPredator,Avoidance,Change in area use,1,-0.4487,-0.7995,-0.0979,0.032036,Result section 3.2,,,,,,,,,,,,,
548,JDAT,Courter,2010,Tufted titmouse,Baeolophus bicolor,N,Eastern Screech-Owl,Megascops asio,Bird,Field,V,non-breeding,among,6 min,during,NonPred,both,A,16,16,8,8,91,173,Behaviour,AntiPredator,Mobbing,MobDuration,1,2.7538,1.3861,4.1216,0.486983,Figure 3,,,,,,,,,,,,,
548,JDAT,Courter,2010,Tufted titmouse,Baeolophus bicolor,N,Sharp-shinned Hawk,Accipiter striatus,Bird,Field,V,non-breeding,among,6 min,during,NonPred,both,A,16,16,8,8,91,173,Behaviour,AntiPredator,Mobbing,MobDuration,1,1.9908,0.7924,3.1892,0.373854,Figure 3,,,,,,,,,,,,,
548,JDAT,Courter,2010,Tufted titmouse,Baeolophus bicolor,N,Cooper's Hawk,Accipiter cooperi,Bird,Field,V,non-breeding,among,6 min,during,NonPred,both,A,16,16,8,8,91,173,Behaviour,AntiPredator,Mobbing,MobDuration,1,1.6332,0.5016,2.7649,0.333358,Figure 3,,,,,,,,,,,,,
548,JDAT,Courter,2010,Tufted titmouse,Baeolophus bicolor,N,Great horned Owl,Bubo virginianus,Bird,Field,V,non-breeding,among,6 min,during,NonPred,both,A,16,16,8,8,91,173,Behaviour,AntiPredator,Mobbing,MobDuration,1,1.0117,-0.0291,2.0525,0.281986,Figure 3,,,,,,,,,,,,,
548,JDAT,Courter,2010,Tufted titmouse,Baeolophus bicolor,N,Red-tailed Hawk,Buteo jamaicensis,Bird,Field,V,non-breeding,among,6 min,during,NonPred,both,A,16,16,8,8,91,173,Behaviour,AntiPredator,Mobbing,MobDuration,1,1.1556,0.097,2.2142,0.291731,Figure 3,,,,,,,,,,,,,
548,JDAT,Courter,2010,Tufted titmouse,Baeolophus bicolor,N,Eastern Screech-Owl,Megascops asio,Bird,Field,V,non-breeding,among,6 min,during,blank,both,A,16,16,8,8,91,173,Behaviour,AntiPredator,Mobbing,MobDuration,1,4.26,2.4883,6.0317,0.817108,Figure 3,,,,,,,,,,,,,
548,JDAT,Courter,2010,Tufted titmouse,Baeolophus bicolor,N,Sharp-shinned Hawk,Accipiter striatus,Bird,Field,V,non-breeding,among,6 min,during,blank,both,A,16,16,8,8,91,173,Behaviour,AntiPredator,Mobbing,MobDuration,1,3.0153,1.5828,4.4477,0.534118,Figure 3,,,,,,,,,,,,,
548,JDAT,Courter,2010,Tufted titmouse,Baeolophus bicolor,N,Cooper's Hawk,Accipiter cooperi,Bird,Field,V,non-breeding,among,6 min,during,blank,both,A,16,16,8,8,91,173,Behaviour,AntiPredator,Mobbing,MobDuration,1,2.5205,1.2079,3.8332,0.448531,Figure 3,,,,,,,,,,,,,
548,JDAT,Courter,2010,Tufted titmouse,Baeolophus bicolor,N,Great horned Owl,Bubo virginianus,Bird,Field,V,non-breeding,among,6 min,during,blank,both,A,16,16,8,8,91,173,Behaviour,AntiPredator,Mobbing,MobDuration,1,1.9395,0.7513,3.1278,0.367558,Figure 3,,,,,,,,,,,,,
548,JDAT,Courter,2010,Tufted titmouse,Baeolophus bicolor,N,Red-tailed Hawk,Buteo jamaicensis,Bird,Field,V,non-breeding,among,6 min,during,blank,both,A,16,16,8,8,91,173,Behaviour,AntiPredator,Mobbing,MobDuration,1,1.9733,0.7784,3.1682,0.371682,Figure 3,,,,,,,,,,,,,
548,JDAT,Courter,2010,Tufted titmouse,Baeolophus bicolor,N,Eastern Screech-Owl,Megascops asio,Bird,Field,A,non-breeding,among,1 min,after,NonPred,both,A,16,16,8,8,92,174,Behaviour,Intake,Foraging,LatencyResume,-1,3.0456,1.6055,4.4857,0.539864,Figure 5,,,,,,,,,,,,,
548,JDAT,Courter,2010,Tufted titmouse,Baeolophus bicolor,N,Red-tailed Hawk,Buteo jamaicensis,Bird,Field,A,non-breeding,among,1 min,after,NonPred,both,A,16,16,8,8,92,174,Behaviour,Intake,Foraging,LatencyResume,-1,1.0412,-0.003,2.0855,0.28388,Figure 5,,,,,,,,,,,,,
14,JDAT,Coslovsky,2012,Great tit,Parus major,N,Great Spotted Woodpecker,Dendrocopos major,Bird,Field,AV,breeding,among,7 days,after,NonPred,both,N,30,30,15,15,93,175,Physiology,Condition,Growth,MassChange,1,0.6536,-0.081,1.3881,0.140452,Figure 2,,,,,,,,,,,,,
14,JDAT,Coslovsky,2012,Great tit,Parus major,N,Eurasian Sparrowhawk,Accipiter nisus,Bird,Field,AV,breeding,among,7 days,after,NonPred,both,N,29,29,14,15,93,175,Physiology,Condition,Growth,MassChange,1,0.0437,-0.6847,0.7721,0.138128,Figure 2,,,,,,,,,,,,,
14,JDAT,Coslovsky,2012,Great tit,Parus major,N,Great Spotted Woodpecker,Dendrocopos major,Bird,Field,AV,breeding,among,7 days,after,NonPred,both,N,30,30,15,15,93,175,Physiology,Condition,Growth,WingLenghtGrowth,1,0.0412,-0.6746,0.7569,0.133362,Figure 4,,,,,,,,,,,,,
14,JDAT,Coslovsky,2012,Great tit,Parus major,N,Eurasian Sparrowhawk,Accipiter nisus,Bird,Field,AV,breeding,among,7 days,after,NonPred,both,N,29,29,14,15,93,175,Physiology,Condition,Growth,WingLenghtGrowth,1,0.0385,-0.6899,0.767,0.138121,Figure 4,,,,,,,,,,,,,
300,KJM,Abbey-Lee,2019,Great tit,Parus major,N,Eurasian Sparrowhawk,Accipiter nisus,Bird,Field,A,breeding,among,6 months,after,NonPred,F,A,326,326,154,172,94,176,LifeHistory,Phenology,LayDate,LayingDate,1,0,-0.2174,0.2174,0.0123,ESM Table S3,-0.2,,,3.89,,,,0,,,,0.96,
300,KJM,Abbey-Lee,2019,Great tit,Parus major,N,Eurasian Sparrowhawk,Accipiter nisus,Bird,Field,A,breeding,among,6 months,after,NonPred,F,A,326,326,154,172,94,177,LifeHistory,reproduction,ClutchSize,ClutchSize,1,-0.0111,-0.2285,0.2063,0.0123,ESM Table S3,0.03,,,0.3,,,,0.01,,,,0.92,
300,KJM,Abbey-Lee,2019,Great tit,Parus major,N,Eurasian Sparrowhawk,Accipiter nisus,Bird,Field,A,breeding,among,6 months,after,NonPred,both,A,326,326,154,172,94,178,Behaviour,CostlyBehaviours,Activity,Exploration,1,0.0684,-0.1491,0.2859,0.0123,ESM Table S3,1.27,,,2.06,,,,0.38,,,,0.54,
637,KJM,Adelman,2017,House finch,Haemorhous mexicanus,N,Cooper's Hawk,Accipiter cooperi,Bird,Lab,A,non-breeding,within,1 hour,after,NonPred,both,A,24,48,24,24,95,179,Behaviour,CostlyBehaviours,Activity,"Movement (sum of head turns, hops, flights)",1,-0.2779,-1.0819,0.5261,0.1683,Figure 3 - extracted means and se from Figure 3 then used efect size calculator,,,,,,,,,,,,,Could not use data from visual experiment because summary data didn't allow calcualtion of effect size. 
517,KJM,Amorim,2021,Scaled dove,Columbina squammata,NS,,,NS,Field,A,non-breeding,within,5 minutes,after,NonPred,both,A,78,156,78,78,96,180,Behaviour,AntiPredator,Vigilance,vigilance probability,1,0.1317,-0.1827,0.4459,0.0257,"Figure 2, then effect size calculator",,,,,,,,,,,,,solitary
517,KJM,Amorim,2021,Scaled dove,Columbina squammata,NS,,,NS,Field,A,non-breeding,within,5 minutes,after,NonPred,both,A,229,458,229,229,97,180,Behaviour,AntiPredator,Vigilance,vigilance probability,1,0.4454,0.26,0.6308,0.009,"Figure 2, then effect size calculator",,,,,,,,,,,,,group
517,KJM,Amorim,2021,Scaled dove,Columbina squammata,NS,,,NS,Field,A,non-breeding,within,5 minutes,after,NonPred,both,A,78,156,78,78,96,181,Behaviour,AntiPredator,Avoidance,freezing probability,1,0.4788,0.1605,0.7971,0.0264,"Figure 2, then effect size calculator",,,,,,,,,,,,,solitary
517,KJM,Amorim,2021,Scaled dove,Columbina squammata,NS,,,NS,Field,A,non-breeding,within,5 minutes,after,NonPred,both,A,78,156,78,78,96,181,Behaviour,AntiPredator,Avoidance,take-off probability,1,-0.4602,-0.7782,-0.1422,0.0263,"Figure 3, then effect size calculator",,,,,,,,,,,,,solitary
517,KJM,Amorim,2021,Scaled dove,Columbina squammata,NS,,,NS,Field,A,non-breeding,within,5 minutes,after,NonPred,both,A,229,458,229,229,97,181,Behaviour,AntiPredator,Avoidance,freezing probability,1,0.4405,0.2551,0.6259,0.0089,"Figure 2, then effect size calculator",,,,,,,,,,,,,group
517,KJM,Amorim,2021,Scaled dove,Columbina squammata,NS,,,NS,Field,A,non-breeding,within,5 minutes,after,NonPred,both,A,229,458,229,229,97,181,Behaviour,AntiPredator,Avoidance,take-off probability,1,0.0441,-0.139,0.2273,0.0087,"Figure 3, then effect size calculator",,,,,,,,,,,,,group
15,KJM,Andreasson,2019,Blue tit,Cyanistes caeruleus,N,mink,Mustela Vison,Mammal,Field,O,non-breeding,among,1 evening,during,disturbance,both,A,61,61,31,30,98,182,Physiology,Condition,Stress,body temperature,1,-0.01,-0.52,0.49,,"raw data extracted from figure 1, then used 'cohen.d' in r",,,,,,,,,,,,,
314,KJM,Antze,2018,Savannah sparrow,Passerculus sandwichensis,N,human induced alarm calls,,Mammal,Field,A,breeding,among,2 min,after,NonPred,both,A,42,42,21,21,99,183,Behaviour,Intake,Foraging,latency to resume provisioning,-1,0.8826,0.249,1.5162,0.1045,estimate and se from results,0.687,,,0.2404,2.86,,,,,,,0.006,
302,KJM,Atkins,2017,Egyptian goose,Alopochen aegyptiaca,N,Harris's hawk,Parabuteo unicinctus,Bird,Field,L,breeding,among,months,during,Blank,both,A,366,366,137,229,100,184,Behaviour,AntiPredator,Vigilance,proportion of geese vigilant,-1,0.8926,0.6713,1.114,0.0128,"estimates in results, then used tab 27 in calculator",,,,,,,,,,,,,
302,KJM,Atkins,2017,Egyptian goose,Alopochen aegyptiaca,N,Harris's hawk,Parabuteo unicinctus,Bird,Field,L,breeding,among,months,during,Blank,both,A,170,170,60,110,100,185,Behaviour,AntiPredator,Avoidance,Number of geese (habitat selection),-1,-5.8666,-6.565,-5.1682,0.127,"estimates in results, then used tab 27 in calculator",,,,,,,,,,,,,
40,KJM,Basso,2014,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,Field,AV,breeding,among,months,after,NonPred,both,N,78,78,43,35,101,186,Physiology,Condition,Growth,Nestling mass growth days 2-8,1,-0.0322,-0.4784,0.414,0.0518,Table 1,-0.031,,,0.224,,,,0.02,,,,0.888,
40,KJM,Basso,2014,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,Field,AV,breeding,among,months,after,NonPred,both,N,78,78,43,35,101,186,Physiology,Condition,Growth,Nestling mass growth days 8-15,1,-0.0478,-0.494,0.3985,0.0518,Table 1,-0.064,,,0.306,,,,0.044,,,,0.834,
40,KJM,Basso,2014,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,Field,AV,breeding,among,months,after,NonPred,both,N,78,78,43,35,101,186,Physiology,Condition,Growth,nestline wing growth days 8-15,1,0.0072,-0.439,0.4534,0.0518,Table 2,0.018,,,0.491,,,,0.001,,,,0.971,
40,KJM,Basso,2014,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,Field,AV,breeding,among,months,after,NonPred,both,N,38,38,21,17,101,186,Physiology,Condition,Growth,tarsus growth days 8-15,1,-0.1771,-0.8178,0.4636,0.1069,"Figure 4, then tab 1",,,,,,,,,,,,,
40,KJM,Basso,2014,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,Field,AV,breeding,among,months,after,NonPred,both,N,41,41,22,19,101,186,Physiology,Condition,Growth,tarsus growth days 8-15,1,0.8645,0.2228,1.5062,0.1072,"Figure 4, then tab 1",,,,,,,,,,,,,
40,KJM,Basso,2014,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,Field,AV,breeding,among,months,after,NonPred,F,A,78,78,43,35,102,187,Behaviour,ParentalCare,Incubation,duration of incubation,-1,-0.2464,-0.6942,0.2015,0.0522,Table 4,-0.199,,,0.184,,,,1.171,,,,0.311,
40,KJM,Basso,2014,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,Field,AV,breeding,among,months,after,NonPred,F,A,78,78,43,35,102,189,LifeHistory,Phenology,LayDate,laying date,1,-0.045,-0.4912,0.4013,0.0518,Table 4,-0.282,,,1.42,,,,0.039,,,,0.848,
40,KJM,Basso,2014,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,Field,AV,breeding,among,months,after,NonPred,F,A,78,78,43,35,102,190,LifeHistory,reproduction,ClutchSize,clutch size,1,0.1134,-0.3332,0.05599,0.0519,Table 4,0.227,,,0.456,,,,0.248,,,,0.632,
40,KJM,Basso,2014,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,Field,AV,breeding,among,months,after,NonPred,F,A,78,78,43,35,102,190,LifeHistory,reproduction,EggSize,mean egg mass,1,-0.2685,-0.7167,0.1797,0.0523,Table 4,-0.029,,,0.024,,,,1.391,,,,0.272,
40,KJM,Basso,2014,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,Field,AV,breeding,among,months,after,NonPred,F,A,78,78,43,35,102,191,LifeHistory,Phenology,DevelopmentTiming,hatching date (rearing since parental trait),1,-0.0467,-0.4929,0.3996,0.0518,Table 4,-0.287,,,1.406,,,,0.042,,,,0.843,
40,KJM,Basso,2014,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,Field,AV,breeding,among,months,after,NonPred,both,A,78,78,43,35,102,191,LifeHistory,Phenology,DevelopmentTiming,FledgingAge,1,0.1962,-0.251,0.6435,0.0521,Table 4,0.334,,,0.388,,,,0.743,,,,0.414,
40,KJM,Basso,2014,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,Field,AV,breeding,among,months,after,NonPred,both,A,78,78,43,35,102,192,LifeHistory,reproduction,Nestlings,fledging success,1,0.0205,-0.4205,0.4616,0.0506,"Figure 5, tab 27 in calculator",,,,,,,,,,,,,
2,KJM,Zannette,2019,Black-capped chickadee,Poecile atricapillus,Y,,,Bird,Lab,A,non-breeding,among,minutes,after,NonPred,both,A,10,10,5,5,103,193,Physiology,Condition,Hormones,c_Fos immunoreactivity amygdala,1,2.0111,0.4901,3.5321,0.602232,Fig 3,,,,,,,,,,,,0.013,
2,KJM,Zannette,2019,Black-capped chickadee,Poecile atricapillus,N,Northern saw-whet owl,Aegolius acadiucus,Bird,Lab,A,non-breeding,among,minutes,after,NonPred,both,A,10,10,5,5,103,193,Physiology,Condition,Hormones,c_Fos immunoreactivity amygdala,1,1.4922,0.0907,2.8938,0.511337,Fig 3,,,,,,,,,,,,0.046,
2,KJM,Zannette,2019,Black-capped chickadee,Poecile atricapillus,N,Northern saw-whet owl,Aegolius acadiucus,Bird,Lab,A,non-breeding,among,minutes,after,NonPred,both,A,10,10,5,5,103,193,Physiology,Condition,Hormones,c_Fos immunoreactivity amygdala,1,0.1119,-1.1287,1.3524,0.400626,Fig 3,,,,,,,,,,,,0.864,
2,KJM,Zannette,2019,Black-capped chickadee,Poecile atricapillus,Y,,,Bird,Lab,A,non-breeding,among,minutes,after,NonPred,both,A,10,10,5,5,103,193,Physiology,Condition,Hormones,c-Fos immunoreactivity hipocampus,1,1.7187,0.2605,3.157,0.545991,Fig 3,,,,,,,,,,,,0.027,
2,KJM,Zannette,2019,Black-capped chickadee,Poecile atricapillus,N,Northern saw-whet owl,Aegolius acadiucus,Bird,Lab,A,non-breeding,among,minutes,after,NonPred,both,A,10,10,5,5,103,193,Physiology,Condition,Hormones,c-Fos immunoreactivity hipocampus,1,3.1884,1.3205,5.0563,0.908295,Fig 3,,,,,,,,,,,,0.001,
2,KJM,Zannette,2019,Black-capped chickadee,Poecile atricapillus,N,Northern saw-whet owl,Aegolius acadiucus,Bird,Lab,A,non-breeding,among,minutes,after,NonPred,both,A,10,10,5,5,103,193,Physiology,Condition,Hormones,c-Fos immunoreactivity hipocampus,1,1.5389,0.1277,2.95,0.518405,Fig 3,,,,,,,,,,,,0.041,
253,KJM,York,2017,Reed warbler,Acrocephalus scirpaceus,N,Eurasian Sparrowhawk,Accipiter nisus,Bird,Field,A,breeding,within,minutes,after,NonPred,F,A,24,48,24,24,104,194,Behaviour,AntiPredator,Vigilance,vigilance,1,2.0033,0.8708,3.1359,0.3339,"Table 1, tab 17",,,,,,,,,12.02,,,0.001,
581,KJM,Yoon,2017,Marsh tit,Parus minor,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,after,NonPred,F,A,19,38,19,19,105,195,Behaviour,ParentalCare,Incubation,female nest attentiveness (time on nest),1,-0.0459,-0.9453,0.8535,0.2106,"Table 1, ES calculator",,,,,,,,0.01,,,,0.93,
581,KJM,Yoon,2017,Oriental tit,Poecile palustris,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,after,NonPred,F,A,21,42,21,21,106,195,Behaviour,ParentalCare,Incubation,female nest attentiveness,1,0.3117,-0.5489,1.1723,0.1928,"Table 1, ES calculator",,,,,,,,0.51,,,,0.49,
581,KJM,Yoon,2017,Marsh tit,Parus minor,N,Eurasian Magpie,Pica pica,Bird,Field,A,breeding,within,3 hours,after,NonPred,F,A,19,38,19,19,105,196,Behaviour,ParentalCare,Incubation,female feeding trips,-1,-0.2675,-1.1708,0.6358,0.2124,"Table 1, ES calculator",,,,,,,,0.34,,,,0.57,
