complete,RecNo,ExtractedBy,Author,Year,FocalSpC,FocalSpL,MultiplePred,PredSpC,PredSpL,PredGuild,PredTo,Setting,Treatment,Season,Design,TreatmentDuration,duration_days,ResponsePeriod,ControlType,Sex,Age,N,Nobs,NTreat,Ncontrol,SubjectID,ResponseID,Type,Category,SubCategory,ResponseDetails,PredictedDirection,Direction,d,l_95,u_95,v,Calculation,Control_mean,Control_se,Control_sd,Treatment_mean,Treatment_se,Treatment_sd,control_median,control_lowerquartile,control_upperquartile,treament_median,treament_lowerquartile,treatment_upperquartile,Beta_estimate,Beta_se,Beta_sd,l95CI,U95CI,SE,t,T,Z,F,Wald,X2,H,U,p,Details
y,637,KJM,Adelman,2017,House finch,Haemorhous mexicanus,N,Cooper's Hawk,Accipiter cooperi,Bird,A,Lab,A,non-breeding,within,1 hour,0.001388889,after,NonPred,both,A,24,48,24,24,95,179,Behaviour,CostlyBehaviours,Activity,"Movement (sum of head turns, hops, flights)",-1,1,-0.2779,-1.0819,0.5261,0.1683,main text,,,,,,,,,,,,,-5.27,7.5,,,,,,,,0.49,,,,,0.48,Could not use data from visual experiment because summary data didn't allow calcualtion of effect size. 
y,517,KJM,Amorim,2021,Scaled dove,Columbina squammata,NS,,,NS,,Field,A,non-breeding,within,5 minutes,0.006944444,after,NonPred,both,A,78,156,78,78,96,180,Behaviour,AntiPredator,Vigilance,vigilance probability,1,1,0.1317,-0.1827,0.4459,0.0257,"Figure 2, then effect size calculator",0.986446,0.07031,,,0.765888,0.066174,,,,,,,,,,,,,,,,,,,,,,solitary
y,517,KJM,Amorim,2021,Scaled dove,Columbina squammata,NS,,,NS,,Field,A,non-breeding,within,5 minutes,0.006944444,after,NonPred,both,A,229,458,229,229,97,180,Behaviour,AntiPredator,Vigilance,vigilance probability,1,1,0.4454,0.26,0.6308,0.009,"Figure 2, then effect size calculator",0.433528,0.057075,,,0.762646,0.038877,,,,,,,,,,,,,,,,,,,,,,group
y,517,KJM,Amorim,2021,Scaled dove,Columbina squammata,NS,,,NS,,Field,A,non-breeding,within,5 minutes,0.006944444,after,NonPred,both,A,78,156,78,78,96,181,Behaviour,AntiPredator,Avoidance,freezing probability,1,1,0.4788,0.1605,0.7971,0.0264,"Figure 2, then effect size calculator",0.28443,0.120867,,,0.748232,0.115471,,,,,,,,,,,,,,,,,,,,,,solitary
y,517,KJM,Amorim,2021,Scaled dove,Columbina squammata,NS,,,NS,,Field,A,non-breeding,within,5 minutes,0.006944444,after,NonPred,both,A,78,156,78,78,96,181,Behaviour,AntiPredator,Avoidance,take-off probability,1,1,-0.4602,-0.7782,-0.1422,0.0263,"Figure 3, then effect size calculator",0.344385,0.092764,,,0,0.075849,,,,,,,,,,,,,,,,,,,,,,solitary
y,517,KJM,Amorim,2021,Scaled dove,Columbina squammata,NS,,,NS,,Field,A,non-breeding,within,5 minutes,0.006944444,after,NonPred,both,A,229,458,229,229,97,181,Behaviour,AntiPredator,Avoidance,freezing probability,1,1,0.4405,0.2551,0.6259,0.0089,"Figure 2, then effect size calculator",0.263173,0.036152,,,0.558838,0.05126,,,,,,,,,,,,,,,,,,,,,,group
y,517,KJM,Amorim,2021,Scaled dove,Columbina squammata,NS,,,NS,,Field,A,non-breeding,within,5 minutes,0.006944444,after,NonPred,both,A,229,458,229,229,97,181,Behaviour,AntiPredator,Avoidance,take-off probability,1,1,0.0441,-0.139,0.2273,0.0087,"Figure 3, then effect size calculator",0.026738,0.033832,,,0.050267,0.03656,,,,,,,,,,,,,,,,,,,,,,group
y,40,KJM,Basso,2014,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,A,Field,AV,breeding,among,3 months,90,after,NonPred,both,N,78,78,43,35,101,186,Physiology,Condition,Growth,Nestling mass growth days 2-8,-1,1,-0.0322,-0.4784,0.414,0.0518,Table 1,,,,,,,,,,,,,-0.031,0.224,,,,,,,,0.02,,,,,0.888,
y,40,KJM,Basso,2014,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,A,Field,AV,breeding,among,3 months,90,after,NonPred,both,N,78,78,43,35,101,186,Physiology,Condition,Growth,Nestling mass growth days 8-15,-1,1,-0.0478,-0.494,0.3985,0.0518,Table 1,,,,,,,,,,,,,-0.064,0.306,,,,,,,,0.044,,,,,0.834,
y,40,KJM,Basso,2014,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,A,Field,AV,breeding,among,3 months,90,after,NonPred,both,N,78,78,43,35,101,186,Physiology,Condition,Growth,nestling wing growth days 8-15,-1,1,0.0072,-0.439,0.4534,0.0518,Table 2,,,,,,,,,,,,,0.018,0.491,,,,,,,,0.001,,,,,0.971,
y,40,KJM,Basso,2014,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,A,Field,AV,breeding,among,3 months,90,after,NonPred,both,N,38,38,21,17,101,186,Physiology,Condition,Growth,tarsus growth days 8-15,-1,1,-0.1771,-0.8178,0.4636,0.1069,"Figure 4, then tab 1",1.628421,0.186896,,1.493684,0.164339,,,,,,,,,,,,,,,,,,,,,,,
y,40,KJM,Basso,2014,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,A,Field,AV,breeding,among,3 months,90,after,NonPred,both,N,41,41,22,19,101,186,Physiology,Condition,Growth,tarsus growth days 8-15,-1,1,0.8645,0.2228,1.5062,0.1072,"Figure 4, then tab 1",1.072632,0.809978,,1.725263,0.685174,,,,,,,,,,,,,,,,,,,,,,,
y,40,KJM,Basso,2014,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,A,Field,AV,breeding,among,3 months,90,after,NonPred,F,A,78,78,43,35,102,187,Behaviour,ParentalCare,Incubation,duration of incubation,-1,-1,-0.2464,-0.6942,0.2015,0.0522,Table 4,,,,,,,,,,,,,-0.199,0.184,,,,,,,,1.171,,,,,0.311,
y,40,KJM,Basso,2014,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,A,Field,AV,breeding,among,3 months,90,after,NonPred,F,A,78,78,43,35,102,189,LifeHistory,Phenology,LayDate,laying date,1,1,-0.045,-0.4912,0.4013,0.0518,Table 4,,,,,,,,,,,,,-0.282,1.42,,,,,,,,0.039,,,,,0.848,
y,40,KJM,Basso,2014,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,A,Field,AV,breeding,among,3 months,90,after,NonPred,F,A,78,78,43,35,102,190,LifeHistory,reproduction,ClutchSize,clutch size,-1,1,0.1134,-0.3332,0.05599,0.0519,Table 4,,,,,,,,,,,,,0.227,0.456,,,,,,,,0.248,,,,,0.632,
y,40,KJM,Basso,2014,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,A,Field,AV,breeding,among,3 months,90,after,NonPred,F,A,78,78,43,35,102,190,LifeHistory,reproduction,EggSize,mean egg mass,-1,1,-0.2685,-0.7167,0.1797,0.0523,Table 4,,,,,,,,,,,,,-0.029,0.024,,,,,,,,1.391,,,,,0.272,
y,40,KJM,Basso,2014,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,A,Field,AV,breeding,among,3 months,90,after,NonPred,F,A,78,78,43,35,102,191,LifeHistory,Phenology,DevelopmentalTime,hatching date (rearing since parental trait),1,1,-0.0467,-0.4929,0.3996,0.0518,Table 4,,,,,,,,,,,,,-0.287,1.406,,,,,,,,0.042,,,,,0.843,
y,40,KJM,Basso,2014,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,A,Field,AV,breeding,among,3 months,90,after,NonPred,both,A,78,78,43,35,102,191,LifeHistory,Phenology,DevelopmentalTime,FledgingAge,1,1,0.1962,-0.251,0.6435,0.0521,Table 4,,,,,,,,,,,,,0.334,0.388,,,,,,,,0.743,,,,,0.414,
y,40,KJM,Basso,2014,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,A,Field,AV,breeding,among,3 months,90,after,NonPred,both,A,22,22,11,11,102,192,LifeHistory,reproduction,Nestlings,fledging success,-1,1,-0.2092,-1.0472,0.6289,0.182812,"fig 5, mp = n, np=n",5.442308,0.995879,,4.788462,0.981162,,,,,,,,,,,,,,,,,,,,,,,
y,40,KJM,Basso,2014,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,A,Field,AV,breeding,among,3 months,90,after,NonPred,both,A,19,19,10,9,102,192,LifeHistory,reproduction,Nestlings,fledging success,-1,1,0.0659,-0.8348,0.9667,0.211226,"fig 5 mp = p, np = n",4.019231,1.000785,,4.211538,0.990973,,,,,,,,,,,,,,,,,,,,,,,
y,40,KJM,Basso,2014,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,A,Field,AV,breeding,among,3 months,90,after,NonPred,both,A,19,19,11,8,102,192,LifeHistory,reproduction,Nestlings,fledging success,-1,1,0.6948,-0.2423,1.632,0.228615,"fig 5 mp = n, np=p",2.903846,1.000785,,4.942308,0.986068,,,,,,,,,,,,,,,,,,,,,,,
y,40,KJM,Basso,2014,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,A,Field,AV,breeding,among,3 months,90,after,NonPred,both,A,19,19,11,8,102,192,LifeHistory,reproduction,Nestlings,fledging success,-1,1,0,-0.9107,0.9107,0.215909,"fig 5 mp = p, np = p",3.826923,0.986068,,3.826923,0.995879,,,,,,,,,,,,,,,,,,,,,,,
y,253,KJM,York,2017,Reed warbler,Acrocephalus scirpaceus,N,Eurasian Sparrowhawk,Accipiter nisus,Bird,A,Field,A,breeding,within,minutes,0.002777778,after,NonPred,F,A,24,48,24,24,104,194,Behaviour,AntiPredator,Vigilance,vigilance,1,1,2.0033,0.8708,3.1359,0.3339,chi-square ES calculator,,,,,,,,,,,,,,,,,,,,,,,,12.02,,,<0.001,
y,581,KJM,Yoon,2017,Marsh tit,Parus minor,N,Eurasian Magpie,Pica pica,Bird,N,Field,A,breeding,within,3 hours,0.25,after,NonPred,F,A,19,38,19,19,105,195,Behaviour,ParentalCare,Incubation,female nest attentiveness (time on nest),-1,1,-0.0459,-0.9453,0.8535,0.2106,"Table 1, ES calculator",,,,,,,,,,,,,,,,,,,,,,0.01,,,,,0.93,
y,581,KJM,Yoon,2017,Oriental tit,Poecile palustris,N,Eurasian Magpie,Pica pica,Bird,N,Field,A,breeding,within,3 hours,0.25,after,NonPred,F,A,21,42,21,21,106,195,Behaviour,ParentalCare,Incubation,female nest attentiveness,-1,1,0.3117,-0.5489,1.1723,0.1928,"Table 1, ES calculator",,,,,,,,,,,,,,,,,,,,,,0.51,,,,,0.49,
y,581,KJM,Yoon,2017,Marsh tit,Parus minor,N,Eurasian Magpie,Pica pica,Bird,N,Field,A,breeding,within,3 hours,0.25,after,NonPred,F,A,19,38,19,19,105,196,Behaviour,ParentalCare,Incubation,female feeding trips,-1,-1,-0.2675,-1.1708,0.6358,0.2124,"Table 1, ES calculator",,,,,,,,,,,,,,,,,,,,,,0.34,,,,,0.57,
y,581,KJM,Yoon,2017,Oriental tit,Poecile palustris,N,Eurasian Magpie,Pica pica,Bird,N,Field,A,breeding,within,3 hours,0.25,after,NonPred,F,A,21,42,21,21,106,196,Behaviour,ParentalCare,Incubation,female feeding trips,-1,-1,0.138,-0.7184,0.9944,0.1909,"Table 1, ES calculator",,,,,,,,,,,,,,,,,,,,,,0.1,,,,,0.76,
y,581,KJM,Yoon,2017,Marsh tit,Parus minor,N,Eurasian Magpie,Pica pica,Bird,N,Field,A,breeding,within,3 hours,0.25,after,NonPred,M,A,19,38,19,19,105,197,Behaviour,ParentalCare,Incubation,male incubation feeding trips,-1,1,-1.0063,-1.9608,0.0518,0.2372,"Table 1, ES calculator",,,,,,,,,,,,,,,,,,,,,,4.81,,,,,0.04,
y,581,KJM,Yoon,2017,Oriental tit,Poecile palustris,N,Eurasian Magpie,Pica pica,Bird,N,Field,A,breeding,within,3 hours,0.25,after,NonPred,M,A,21,42,21,21,106,197,Behaviour,ParentalCare,Incubation,male incubation feeding trips,-1,1,-0.5496,-1.4181,0.3244,0.1976,"Table 1, ES calculator",,,,,,,,,,,,,,,,,,,,,,1.57,,,,,0.23,
y,581,KJM,Yoon,2017,Marsh tit,Parus minor,N,Eurasian Magpie,Pica pica,Bird,N,Field,A,breeding,within,3 hours,0.25,after,NonPred,both,A,19,38,19,19,105,198,Behaviour,AntiPredator,Vigilance,parental vigilance,1,1,0.0459,-0.8535,0.9453,0.2106,"Table 1, ES calculator",,,,,,,,,,,,,,,,,,,,,,0.01,,,,,0.98,
y,581,KJM,Yoon,2017,Oriental tit,Poecile palustris,N,Eurasian Magpie,Pica pica,Bird,N,Field,A,breeding,within,3 hours,0.25,after,NonPred,both,A,21,42,21,21,106,198,Behaviour,AntiPredator,Vigilance,parental vigilance,1,1,-0.1512,-1.0078,0.7054,0.191,"Table 1, ES calculator",,,,,,,,,,,,,,,,,,,,,,0.12,,,,,0.73,
y,489,KJM,Liliendahl,1998,Yellowhammer,Emberiza citrinella,N,sparrowhawk,Accipiter nisus,Bird,A,Lab,V,non-breeding,within,3 days,3,after,Blank,both,A,7,14,7,7,108a,202,Physiology,Condition,Mass,evening body mass (% of morning mass),-1,1,0.4705,-0.5916,1.5325,0.2936,"Figure 1, dominants",9.060240964,,2.313253,10.07228916,,1.975904,,,,,,,,,,,,,,0,,,,,,,<0.05,looked at overall effect while combining estimates from dominants and subordinates. Data extracted from Figure 1
y,489,KJM,Liliendahl,1998,Yellowhammer,Emberiza citrinella,N,sparrowhawk,Accipiter nisus,Bird,A,Lab,V,non-breeding,within,3 days,3,after,Blank,both,A,7,14,7,7,108b,202,Physiology,Condition,Mass,evening body mass (% of morning mass),-1,1,0.9267,-0.1758,2.0291,0.3164,"Figure 1, subordinants",9.378640777,,1.92233,11.41747573,,2.446602,,,,,,,,,,,,,,0,,,,,,,<0.05,looked at overall effect while combining estimates from dominants and subordinates. Data extracted from Figure 1
y,885,KJM,Bautista,2000,Coal tit,Parus ater,N,Tawny Owl,Strix aluco,Bird,A,Lab,A,non-breeding,within,8 days,8,during,Blank,both,A,8,16,8,8,109,203,Behaviour,CostlyBehaviours,Activity,activity: hops/min,-1,1,0.1112,-0.8696,1.0919,0.250386,"Text, ES calculator Tab 8",10.4,3.3,,11.3,2.8,,,,,,,,,,,,,,,23,,,,,,,0.55,
y,885,KJM,Bautista,2000,Coal tit,Parus ater,N,Tawny Owl,Strix aluco,Bird,A,Lab,A,non-breeding,within,8 days,8,during,Blank,both,A,8,16,8,8,109,204,Behaviour,Intake,Foraging,daily food intake (g),-1,1,0.9706,-0.0654,2.0067,0.279443,"Table 1, ES calculator Tab 8",2.12,0.13,,2.38,0.06,,,,,,,,,,,,,,,31,,,,,,,0.078,
y,885,KJM,Bautista,2000,Coal tit,Parus ater,N,Tawny Owl,Strix aluco,Bird,A,Lab,A,non-breeding,within,8 days,8,during,Blank,both,A,8,16,8,8,109,205,Physiology,Condition,Mass,evening body mass (g),-1,1,0.35,-0.6372,1.3378,0.0253835,"Table 1, ES calculator Tab 8",9.68,0.3,,9.89,0.21,,,,,,,,,,,,,,,33,,,,,,,0.039,
y,104,KJM,Fernandez-Juricic,2007,House finch,Haemorhous mexicanus,N,red-shouldered hawk,Buteo lineatus,Bird,A,Semi-natural,V,non-breeding,among,seconds,0.000231481,after,Blank,both,A,45,90,45,45,110,206,Behaviour,AntiPredator,Avoidance,habitat choice: time out of refuge,1,-1,0.13,-0.455,0.7149,0.0891,ES Tab 3,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,0.663,
y,104,KJM,Fernandez-Juricic,2007,House finch,Haemorhous mexicanus,N,red-shouldered hawk,Buteo lineatus,Bird,A,Semi-natural,V,non-breeding,among,seconds,0.000231481,after,Blank,both,A,45,90,45,45,110,207,Behaviour,Intake,Foraging,foraging: pecking rate,-1,1,0.3266,0.2616,0.9148,0.0901,ES Tab 3,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,0.279,
y,104,KJM,Fernandez-Juricic,2007,House finch,Haemorhous mexicanus,N,red-shouldered hawk,Buteo lineatus,Bird,A,Semi-natural,V,non-breeding,among,seconds,0.000231481,after,Blank,both,A,18,36,18,18,110,208,Behaviour,AntiPredator,Vigilance,vigilance: log scanning rae,1,1,0.1229,-0.531,0.7769,0.11321,"Figure 2a, shade",2.284483,0.140086,,2.356023,0.142182,,,,,,,,,,,,,,,,,,,,,,,
y,104,KJM,Fernandez-Juricic,2007,House finch,Haemorhous mexicanus,N,red-shouldered hawk,Buteo lineatus,Bird,A,Semi-natural,V,non-breeding,among,seconds,0.000231481,after,Blank,both,A,27,54,27,27,110,208,Behaviour,AntiPredator,Vigilance,vigilance: log scanning rae,1,1,-0.6377,-1.1845,-0.0909,0.07784,"figure 2a, sunlight",2.356023,0.119732,,1.96684,0.119732,,,,,,,,,,,,,,,,,,,,,,,
y,104,KJM,Fernandez-Juricic,2007,House finch,Haemorhous mexicanus,N,red-shouldered hawk,Buteo lineatus,Bird,A,Semi-natural,V,non-breeding,among,seconds,0.000231481,after,Blank,both,A,18,36,18,18,110,208,Behaviour,AntiPredator,Vigilance,vigilance: log scan bout duration ,1,1,0.2007,-0.4543,0.8557,0.111671,"figure 2b, shade",7.734022,0.094766,,7.813361,0.09697,,,,,,,,,,,,,,,,,,,,,,,
y,104,KJM,Fernandez-Juricic,2007,House finch,Haemorhous mexicanus,N,red-shouldered hawk,Buteo lineatus,Bird,A,Semi-natural,V,non-breeding,among,seconds,0.000231481,after,Blank,both,A,27,54,27,27,110,208,Behaviour,AntiPredator,Vigilance,vigilance: log scan bout duration ,1,1,0.0692,-0.4644,0.6028,0.074118,"figure2b, sunlight",7.45854,0.074931,,7.484986,0.074931,,,,,,,,,,,,,,,,,,,,,,,
y,528,KJM,Fernandez,2015,Southern house wren,Troglodytes aedon musculus,N,Great Horned Owl,Bubo virginianus,Bird,A,Field,V,breeding,among,minutes,0.002777778,after,NonPred,both,A,82,82,56,26,111,209,Behaviour,ParentalCare,Provisioning,probability to return to the nest,-1,1,-1.8867,-2.4341,-1.3392,0.078,"text, then ES tab 2",,,,,,,,,,,,,,,,,,,,,,,7.95,,,,0.006,
y,528,KJM,Fernandez,2015,Southern house wren,Troglodytes aedon musculus,N,Great Horned Owl,Bubo virginianus,Bird,A,Field,V,breeding,among,minutes,0.002777778,after,NonPred,both,A,47,47,34,13,111,209,Behaviour,ParentalCare,Provisioning,latency to resume provisioning,-1,-1,1.9892,1.234,2.7443,0.1484,"text, then ES tab 2",,,,,,,,,,,,,,,,,,,,,,,8.94,,,,0.02,
y,724,KJM,Noguera,2019,Yellow-legged gull,Larus michahellis,N,American mink,Neovison vison,Mammal,N,Field,A,breeding,among,7 days,7,after,Blank,both,E,49,49,24,25,112,210,LifeHistory,Phenology,DevelopmentalTime,development rate: time to hatching,1,1,0.4823,-0.0859,1.0505,0.084041,Fig 2,27.67978,0.365169,,28.38202,0.224719,,,,,,,,,,,,,,,,,4.8,,,,,0.036,
y,724,KJM,Noguera,2019,Yellow-legged gull,Larus michahellis,N,American mink,Neovison vison,Mammal,N,Field,A,breeding,among,7 days,7,after,Blank,both,E,44,44,22,22,112,211,Physiology,Hormones,Corticosterone,plasma costicosterone,1,1,0.6193,0.0144,1.2243,0.095268,Fig 2,26.25,2.953125,,35.10938,3.28125,,,,,,,,,,,,,,,,,,,,,,,
y,724,KJM,Noguera,2019,Yellow-legged gull,Larus michahellis,N,American mink,Neovison vison,Mammal,N,Field,A,breeding,among,7 days,7,after,Blank,both,E,39,39,20,19,112,212,Behaviour,AntiPredator,Avoidance,antipredator response: time to crouch,1,-1,-0.7474,-1.3968,-0.098,0.11,Fig 2,16.875,3.75,,4.453125,3.984375,,,,,,,,,,,,,,,,,,,,,,,
y,724,KJM,Noguera,2019,Yellow-legged gull,Larus michahellis,N,American mink,Neovison vison,Mammal,N,Field,A,breeding,among,7 days,7,after,Blank,both,E,40,40,20,20,112,213,Physiology,Condition,Growth,tarsus length,-1,1,-0.3599,-0.9847,0.2649,0.101619,Fig 3,32.23722,0.439522,,31.6512,0.293015,,,,,,,,,,,,,,,,,,,,,,,
y,192,KJM,Noguera-JEB,2019,Yellow-legged gull,Larus michahellis,NS,,,NS,,Field,A,breeding,among,7 days,7,after,NonPred,both,E,71,71,36,35,113,214,LifeHistory,Phenology,DevelopmentalTime,development rate: time to hatching,1,1,0.3766,-0.0928,0.846,0.0573,text,,,,,,,,,,,,,,,,,,,,,,2.517,,,,,0.117,
y,192,KJM,Noguera-JEB,2019,Yellow-legged gull,Larus michahellis,NS,,,NS,,Field,A,breeding,among,7 days,7,after,NonPred,both,E,71,71,36,35,113,215,Physiology,Hormones,Corticosterone,basal corticosterone,1,1,0.4468,-0.0243,0.9178,0.0578,text,,,,,,,,,,,,,,,,,,,,,,3.542,,,,,0.064,
y,192,KJM,Noguera-JEB,2019,Yellow-legged gull,Larus michahellis,NS,,,NS,,Field,A,breeding,among,7 days,7,after,NonPred,both,E,73,73,38,35,113,216,LifeHistory,Phenology,DevelopmentalTime,rate of ageing: telomere length,1,-1,-0.5511,-1.0189,-0.0833,0.057,esm table 3,,,,,,,,,,,,,,,,,,,,,,5.534,,,,,0.037,
y,192,KJM,Noguera-JEB,2019,Yellow-legged gull,Larus michahellis,NS,,,NS,,Field,A,breeding,among,7 days,7,after,NonPred,both,E,76,76,39,37,113,217,Physiology,Condition,Growth,body mass (g),-1,1,0.4378,-0.0173,0.893,0.0539,esm table 3,,,,,,,,,,,,,,,,,,,,,,3.64,,,,,0.104,
y,395,KJM,Eggers,2005,Siberian jay,Perisoreus infaustus,Y,,,Bird,N,Field,A,breeding,within,3 days,3,during,Blank,both,A,7,14,7,7,114,218,Behaviour,ParentalCare,Provisioning,provisioning rate (provisioning events per hour),-1,1,0.7976,-0.2909,1.8861,0.308433,"Fig4, day3-6",0.901421801,0.147867299,,1.279620853,0.184834123,,,,,,,,,,,,,,,,,,,,,,,
y,395,KJM,Eggers,2005,Siberian jay,Perisoreus infaustus,Y,,,Bird,N,Field,A,breeding,within,3 days,3,during,Blank,both,A,7,14,7,7,114,218,Behaviour,ParentalCare,Provisioning,provisioning rate (provisioning events per hour),-1,1,0.755,-0.3293,1.8393,0.306071,"Fig4,Day6-9",0.898578199,0.204739336,,1.208530806,0.11943128,,,,,,,,,,,,,,,,,,,,,,,
y,395,KJM,Eggers,2005,Siberian jay,Perisoreus infaustus,Y,,,Bird,N,Field,A,breeding,within,3 days,3,during,Blank,both,A,7,14,7,7,114,218,Behaviour,ParentalCare,Provisioning,provisioning rate (provisioning events per hour),-1,1,0.2011,-0.8491,1.2514,0.287159,"Fig4,Day9-12",0.853080569,0.193364929,,1.180094787,0.096682464,,,,,,,,,,,,,,,,,,,,,,,
y,395,KJM,Eggers,2005,Siberian jay,Perisoreus infaustus,Y,,,Bird,N,Field,A,breeding,within,3 days,3,during,Blank,both,A,7,14,7,7,114,218,Behaviour,ParentalCare,Provisioning,provisioning rate (provisioning events per hour),-1,1,-1.252,-0.23977,-0.1063,0.341696,"Fig4,Day12-15",0.995260664,0.201895735,,0.517535545,0.088151659,,,,,,,,,,,,,,,,,,,,,,,
y,395,KJM,Eggers,2005,Siberian jay,Perisoreus infaustus,Y,,,Bird,N,Field,A,breeding,within,3 days,3,during,Blank,both,A,7,14,7,7,114,218,Behaviour,ParentalCare,Provisioning,provisioning rate (provisioning events per hour),-1,1,-1.0395,-2.1557,0.0766,0.324307,"Fig4,Day15-18",0.901421801,0.147867299,,0.591469194,0.088151659,,,,,,,,,,,,,,,,,,,,,,,
y,198,KJM,Krams,2001,Common chaffinch,Fringilla coelebs,N,sparrowhawk,Accipiter nisus,Bird,A,Field,V,breeding,within,seconds,0.000231481,after,Blank,M,A,32,64,32,32,115,219,Behaviour,AntiPredator,Avoidance,habitat choice: change in perch height,1,-1,-1.2874,-1.8257,-0.749,0.075448,"means and se from text, birrds perched in upper canopy",0.28,0.06,,-0.06,0.03,,,,,,,,,,,,,,,,120,,,,,,>0.05,
y,198,KJM,Krams,2001,Common chaffinch,Fringilla coelebs,N,sparrowhawk,Accipiter nisus,Bird,A,Field,V,breeding,within,seconds,0.000231481,after,Blank,M,A,32,64,32,32,116,219,Behaviour,AntiPredator,Avoidance,habitat choice: change in perch height,1,-1,0.1062,-0.4003,0.6126,0.066761,"means and se from text, birds perched in lower canopy",-0.18,0.03,,-0.13,0.02,,,,,,,,,,,,,,,,0,,,,,,<0.001,
y,84,KJM,Grunst,2014,Yellow warbler,Setophaga petechia,N,Sharp-shinned Hawk,Accipiter striatus,Bird,A,Field,AV,breeding,within,1.5 hours,0.125,after,NonPred,M,A,45,90,45,45,117,220,Behaviour,ParentalCare,Provisioning,provisioning rate (provisioning events per hour),-1,1,-2.0419,-2.5515,-1.5323,0.067608,means and se from figure 1,7.147368,0.394737,,2.363158,0.306122,,,,,,,,,,,,,,,,,,,,,,,
y,84,KJM,Grunst,2014,Yellow warbler,Setophaga petechia,N,Sharp-shinned Hawk,Accipiter striatus,Bird,A,Field,AV,breeding,within,1.5 hours,0.125,after,blank,M,A,45,90,45,45,117,220,Behaviour,ParentalCare,Provisioning,provisioning rate (provisioning events per hour),-1,1,-1.9464,-2.448,-1.4449,0.065492,means and se from figure 1,6.878947,0.298067,,2.363158,0.306122,,,,,,,,,,,,,,,,,,,,,,,
y,84,KJM,Grunst,2014,Yellow warbler,Setophaga petechia,N,Sharp-shinned Hawk,Accipiter striatus,Bird,A,Field,AV,breeding,within,1.5 hours,0.125,after,NonPred,F,A,45,90,45,45,117,220,Behaviour,ParentalCare,Provisioning,provisioning rate (provisioning events per hour),-1,1,-1.3967,-1.8575,-0.9358,0.055281,means and se from figure 1,5.836842,0.324472,,2.489474,0.134743,,,,,,,,,,,,,,,,,,,,,,,
y,84,KJM,Grunst,2014,Yellow warbler,Setophaga petechia,N,Sharp-shinned Hawk,Accipiter striatus,Bird,A,Field,AV,breeding,within,1.5 hours,0.125,after,blank,F,A,45,90,45,45,117,220,Behaviour,ParentalCare,Provisioning,provisioning rate (provisioning events per hour),-1,1,-1.5278,-1.9974,-1.0581,0.057412,means and se from figure 1,5.9,0.348192,,2.489474,0.134743,,,,,,,,,,,,,,,,,,,,,,,
y,34/906,KJM,Hallinger,2020,Tree swallow,Tachycineta bicolor,Y,,,mixed,N,Field,V,breeding,among,"weeks (32, 34 and 41 days in each of 3 years, use average)",35,after,NonPred,both,N,109,109,51,58,118,221,Physiology,Condition,Growth,structural body size (ignore EP status),-1,1,0.0366,-0.3396,0.4129,0.036855,means and se  from raw data: PCA of structural size (smaller PCA = larger chick),-0.1606,0.238,,-0.0933,0.266,,,,,,,,,,,,,,,,,,,,,,,assumed half of young were EPP (total 109)
y,34/906,KJM,Hallinger,2020,Tree swallow,Tachycineta bicolor,Y,,,mixed,N,Field,V,breeding,among,"weeks (32, 34 and 41 days in each of 3 years, use average)",35,after,NonPred,both,N,109,109,51,58,118,221,Physiology,Condition,Growth,"growth (change in body mass, g)",-1,1,0.0417,-0.3346,0.418,0.036857,means and se from raw data,0.0152,0.165,,0.0684,0.185,,,,,,,,,,,,,,,,,,,,,,,assumed half of young were EPP (total 109)
y,34/906,KJM,Hallinger,2020,Tree swallow,Tachycineta bicolor,Y,,,mixed,N,Field,V,breeding,among,"weeks (32, 34 and 41 days in each of 3 years, use average)",35,after,NonPred,both,N,74,74,33,41,118,222,Physiology,Hormones,Corticosterone,baseline CORT,1,1,-0.0133,-0.4717,0.4451,0.054694,means and se from raw data,0.02377,0.307,,-0.00182,0.336,,,,,,,,,,,,,,,,,,,,,,,
